eth.src,eth.dst,eth.type,ip.tos,ip.p,ip.src,ip.dst,port.src,port.dst,priority
44:65:0d:56:cc:d3,14:cc:20:51:33:ea,*,*,*,*,*,*,*,4
14:cc:20:51:33:ea,44:65:0d:56:cc:d3,*,*,*,*,*,*,*,4
